200,1
-4.35933688133,1
-9.71524568563,2
3.10415464468,3
-9.42884502437,2
-8.98082263624,2
4.2807138115,3
-9.96321659197,2
2.68199197633,3
-9.54913018678,2
-3.40806606527,1
-9.38003980082,2
-8.9185756438,2
-9.59073473014,2
-3.24853867252,1
3.37576310032,3
-8.64666485886,2
-2.47071549601,1
-9.31181979344,2
-3.34990795229,1
1.97032817879,3
-2.30073059548,1
-9.89803984178,2
-4.39320836217,1
-9.32733353324,2
-3.5265881577,1
-9.32311600947,2
1.18693703697,3
-9.73020135866,2
3.50185458825,3
2.30625911148,3
2.24608874118,3
-9.32484909345,2
-2.95397864062,1
3.05507287458,3
3.20633722739,3
2.71902330859,3
-3.93310379294,1
-9.68311129595,2
-2.72352649723,1
-3.61078684969,1
-10.8709030034,2
2.30964386122,3
-3.31278223673,1
-9.52707843428,2
-3.33742657085,1
-2.13166465072,1
-3.11567845637,1
-9.40188348981,2
-10.2567791811,2
-8.93579396167,2
-4.13995961748,1
-8.99058230533,2
-9.61068162961,2
-2.81870780825,1
1.68993231925,3
-3.00465566237,1
-2.55708993153,1
2.1614812072,3
-9.29911177401,2
3.49711688101,3
2.64818421571,3
2.49981398732,3
2.34148568712,3
-8.66732678338,2
2.99697009505,3
-9.90152176945,2
-9.31113992378,2
1.97731502912,3
-8.22553765543,2
1.62407486069,3
-3.02180809101,1
-9.49016439938,2
-9.62611789433,2
2.70356754775,3
3.20294903177,3
-8.64137312104,2
-3.57272627912,1
-2.9039824099,1
-8.57976508684,2
-9.11893876643,2
-8.5970641479,2
-3.30648021071,1
-3.39317489432,1
1.99959630516,3
-8.60195453908,2
-2.39409117065,1
-8.83383992434,2
-4.03094928241,1
-8.74880729846,2
-9.41349524281,2
3.05144445033,3
-9.88305353835,2
-2.79844281409,1
4.087352916,3
-8.40473651948,2
-3.10556790885,1
-9.63922585007,2
3.54935949708,3
3.30937386643,3
2.46458126137,3
2.28986828719,3
-3.21290124857,1
-3.11080164888,1
2.51273813526,3
1.93641699377,3
2.51382142517,3
2.66506548948,3
3.27673910547,3
-3.27583963509,1
-9.82821969929,2
2.76629299916,3
-9.50003954702,2
1.96472692783,3
2.2105842966,3
-9.11642101695,2
-9.44030825387,2
-3.96154586245,1
3.22760553446,3
-3.10116941447,1
-2.49809613771,1
-8.28906225762,2
3.05415805937,3
2.03580471165,3
-3.11695545624,1
-9.95069967936,2
-3.97469782248,1
2.09152409627,3
2.93683833503,3
2.74477156025,3
-9.54854802715,2
-2.7193184488,1
-2.66117650986,1
-3.54065345552,1
1.73674943713,3
2.19003372412,3
-2.8017420179,1
-3.06010979853,1
-8.9216135044,2
2.02002059134,3
0.868056686081,3
-3.52169036414,1
2.62493718372,3
-8.97029522932,2
-3.68249974928,1
-10.7067582334,2
-9.37660474947,2
-9.70447380755,2
1.36899736705,3
-1.77101024604,1
-8.38395385017,2
2.31987050461,3
-2.41181437726,1
-2.71681038029,1
-2.89606187623,1
-9.50397798355,2
-9.84863486103,2
1.50783841041,3
-9.58037669207,2
-9.0369907276,2
-2.86196573646,1
-3.81316820689,1
2.90780302784,3
-3.19108224389,1
-9.70562669894,2
-3.84898539905,1
-9.23440254701,2
2.90524953722,3
-3.35497079228,1
3.11571788036,3
-8.94875627469,2
2.61471988887,3
-10.6314155936,2
-8.69619937661,2
1.88112540817,3
-9.0835436435,2
-2.59605833234,1
-2.52833111959,1
-8.85393184625,2
-8.84326454219,2
2.56120525127,3
-2.91085298995,1
-3.53970361543,1
-9.86366959639,2
-10.5099523532,2
-9.09473114378,2
-8.10907384045,2
-8.83146440152,2
-3.77506708345,1
3.0355587225,3
-3.01917608925,1
3.4148377776,3
-9.58057127119,2
3.24745832605,3
-9.36681641874,2
-9.97133387869,2
-2.68080497196,1
-2.7783374914,1
-3.15363027703,1
2.85931161485,3
-9.18307787474,2
0.614137113479
-3.23054877503,-9.31826681855,2.65169807892
